course,type/info,day+time,location,enrollment,Instructor
FILM&nbsp; 220 - 002&nbsp;&nbsp; Disney Pixar DreamWorks,Queen's University | 2022 Winter | Laboratory,We 11:30 - 13:30,WALTER LIGHT RM205,192,"Robinson,Ian"

APSC&nbsp; 221 - 700&nbsp;&nbsp; Economic And Business Practice,Queen's University | 2022 Winter | Lecture,TBA,TBA,12,"Sneep,Jan"

APSC&nbsp; 221 - 800&nbsp;&nbsp; Economic And Business Practice,Queen's University | 2022 Winter | Lecture,Tu 18:30 - 21:30,BIOSCI 1101,259,"Sneep,Jan"

"CHEM&nbsp; 221 - 001&nbsp;&nbsp; Material, Solutions, Interfaces",Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,TBA,100,"Nunzi,Jean-Michel D"

"CHEM&nbsp; 221 - 002&nbsp;&nbsp; Material, Solutions, Interfaces",Queen's University | 2022 Winter | Laboratory,Mo 14:30 - 17:30,CHERNOFF RM210B,100,Staff

"CHEM&nbsp; 221 - 003&nbsp;&nbsp; Material, Solutions, Interfaces",Queen's University | 2022 Winter | Tutorial,We 13:30 - 14:30,CHERNOFF RM211,58,Staff

"CHEM&nbsp; 221 - 004&nbsp;&nbsp; Material, Solutions, Interfaces",Queen's University | 2022 Winter | Tutorial,We 13:30 - 14:30,TBA,42,Staff

CISC&nbsp; 221 - 001&nbsp;&nbsp; Computer Architecture,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,WALTER LIGHT RM205,182,"Givigi,Sidney"

COMM&nbsp; 221 - 700&nbsp;&nbsp; Introduction To Finance,Queen's University | 2022 Winter | Lecture,TBA,TBA,87,"Drapeau,Line"

MICR&nbsp; 221 - 001&nbsp;&nbsp; Basic Microbiology,Queen's University | 2022 Winter | Lecture,Mo 13:30 - 14:30,ETHERINGTON AUD,257,"Banfield,Bruce W,<br>
Lohans,Christopher Thomas"

MICR&nbsp; 221 - 002&nbsp;&nbsp; Basic Microbiology,Queen's University | 2022 Winter | Laboratory,Th 14:30 - 17:30,MEDS 400B - Microbiol &amp; Bioche,67,Staff

MICR&nbsp; 221 - 003&nbsp;&nbsp; Basic Microbiology,Queen's University | 2022 Winter | Laboratory,Fr 14:30 - 17:30,MEDS 400B - Microbiol &amp; Bioche,69,Staff

MICR&nbsp; 221 - 004&nbsp;&nbsp; Basic Microbiology,Queen's University | 2022 Winter | Laboratory,Th 14:30 - 17:30,MEDS 400B - Microbiol &amp; Bioche,65,Staff

MICR&nbsp; 221 - 005&nbsp;&nbsp; Basic Microbiology,Queen's University | 2022 Winter | Laboratory,Fr 14:30 - 17:30,MEDS 400B - Microbiol &amp; Bioche,56,Staff

PSYC&nbsp; 221 - 001&nbsp;&nbsp; Cognitive Psychology,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,BIOSCI RM1102,177,"O'Connor,Jillian Joanna May"

CHEE&nbsp; 222 - 001&nbsp;&nbsp; Process Dynamics &amp; Num Methods,Queen's University | 2022 Winter | Lecture,We 08:30 - 10:30,DUPUIS RM217,80,"McAuley,Kim"

CHEE&nbsp; 222 - 002&nbsp;&nbsp; Process Dynamics &amp; Num Methods,Queen's University | 2022 Winter | Tutorial,Th 13:30 - 14:30,DUPUIS RM242,80,"McAuley,Kim"

CHEM&nbsp; 222 - 001&nbsp;&nbsp; Methods of Structure Determination,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 12:30,TBA,230,"Wu,Gang"

CHEM&nbsp; 222 - 002&nbsp;&nbsp; Methods of Structure Determination,Queen's University | 2022 Winter | Tutorial,We 11:30 - 13:00,MCLAUGHLIN RM306,60,Staff

CHEM&nbsp; 222 - 003&nbsp;&nbsp; Methods of Structure Determination,Queen's University | 2022 Winter | Tutorial,Th 14:30 - 16:00,KINGSTON RM200,62,Staff

CHEM&nbsp; 222 - 004&nbsp;&nbsp; Methods of Structure Determination,Queen's University | 2022 Winter | Tutorial,Th 14:30 - 16:00,JOHN WATSON RM217,56,Staff

CHEM&nbsp; 222 - 005&nbsp;&nbsp; Methods of Structure Determination,Queen's University | 2022 Winter | Tutorial,Tu 20:00 - 21:30,TBA,52,Staff

CIVL&nbsp; 222 - 001&nbsp;&nbsp; Numerical Methods,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 15:30,STIRLING RM B,141,"Woods,Joshua Edward"

CIVL&nbsp; 222 - 002&nbsp;&nbsp; Numerical Methods,Queen's University | 2022 Winter | Tutorial,Tu 12:30 - 14:30,DUNNING RM12,74,"Woods,Joshua Edward"

CIVL&nbsp; 222 - 003&nbsp;&nbsp; Numerical Methods,Queen's University | 2022 Winter | Tutorial,Tu 12:30 - 14:30,MCLAUGHLIN RM315,67,"Woods,Joshua Edward"

ECON&nbsp; 222 - 001&nbsp;&nbsp; Macroeconomic Theory I,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 10:00,TBA,60,"Kennedy,Michael"

ECON&nbsp; 222 - 002&nbsp;&nbsp; Macroeconomic Theory I,Queen's University | 2022 Winter | Lecture,Tu 10:00 - 11:30,DUNNING RM14,76,"Garnham,Alina Christine Joyce"

ENCH&nbsp; 222 - 001&nbsp;&nbsp; Meth Struct Determination,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 12:30,TBA,230,"Wu,Gang"

ENCH&nbsp; 222 - 002&nbsp;&nbsp; Meth Struct Determination,Queen's University | 2022 Winter | Tutorial,We 11:30 - 13:00,MCLAUGHLIN RM306,60,Staff

ENCH&nbsp; 222 - 003&nbsp;&nbsp; Meth Struct Determination,Queen's University | 2022 Winter | Tutorial,Th 14:30 - 16:00,KINGSTON RM200,62,Staff

ENCH&nbsp; 222 - 004&nbsp;&nbsp; Meth Struct Determination,Queen's University | 2022 Winter | Tutorial,Th 14:30 - 16:00,JOHN WATSON RM217,56,Staff

ENCH&nbsp; 222 - 005&nbsp;&nbsp; Meth Struct Determination,Queen's University | 2022 Winter | Tutorial,Tu 20:00 - 21:30,TBA,52,Staff

HIST&nbsp; 222 - 001&nbsp;&nbsp; Jewish and World Civilizations (since 1492),Queen's University | 2022 Winter | Lecture,Tu 16:00 - 17:30,JEFFERY RM101,29,"Schedrin,Vassili"

CHEE&nbsp; 223 - 001&nbsp;&nbsp; Fluid Mechanics,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 09:30,DUPUIS RM215,84,"Escobedo,Carlos"

CHEE&nbsp; 223 - 002&nbsp;&nbsp; Fluid Mechanics,Queen's University | 2022 Winter | Tutorial,Fr 11:30 - 12:30,DUPUIS RM217,84,"Escobedo,Carlos"

CHEM&nbsp; 223 - 001&nbsp;&nbsp; Organic Reactions,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,KINGSTON RM201,129,"Petitjean,Anne Marie-Louise"

CHEM&nbsp; 223 - 002&nbsp;&nbsp; Organic Reactions,Queen's University | 2022 Winter | Laboratory,Mo 14:30 - 17:30,CHERNOFF RM118,35,Staff

CHEM&nbsp; 223 - 003&nbsp;&nbsp; Organic Reactions,Queen's University | 2022 Winter | Laboratory,Tu 08:30 - 11:30,CHERNOFF RM118,91,Staff

CHEM&nbsp; 223 - 004&nbsp;&nbsp; Organic Reactions,Queen's University | 2022 Winter | Laboratory,Tu 14:30 - 17:30,CHERNOFF RM118,87,Staff

CHEM&nbsp; 223 - 005&nbsp;&nbsp; Organic Reactions,Queen's University | 2022 Winter | Tutorial,Fr 11:30 - 13:00,NICOL RM321,52,Staff

CHEM&nbsp; 223 - 006&nbsp;&nbsp; Organic Reactions,Queen's University | 2022 Winter | Tutorial,Fr 11:30 - 13:00,GOODWIN RM254,53,Staff

CHEM&nbsp; 223 - 007&nbsp;&nbsp; Organic Reactions,Queen's University | 2022 Winter | Tutorial,Fr 11:30 - 13:00,TBA,24,Staff

CISC&nbsp; 223 - 001&nbsp;&nbsp; Software Specifications,Queen's University | 2022 Winter | Lecture,Mo 16:30 - 17:30,BIOSCI RM1102,152,"Salomaa,Kai T"

CISC&nbsp; 223 - 002&nbsp;&nbsp; Software Specifications,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,KINES &amp; HLTH RM100,162,"El Mezouar,Mariam"

CMPE&nbsp; 223 - 001&nbsp;&nbsp; Software Specifications,Queen's University | 2022 Winter | Lecture,Mo 16:30 - 17:30,BIOSCI RM1102,152,"Salomaa,Kai T"

HIST&nbsp; 223 - 001&nbsp;&nbsp; Poison and Prejudice: Toxins in Global History,Queen's University | 2022 Winter | Lecture,Tu 16:00 - 17:30,KINES &amp; HLTH RM100,145,"Sen Chowdhury,Aditi"

ELEC&nbsp; 224 - 001&nbsp;&nbsp; Continuous-Time Signals and Systems,Queen's University | 2022 Winter | Lecture,Mo 12:30 - 13:30,CONVOCATION HALL,108,"Kim,Il-Min"

ELEC&nbsp; 224 - 002&nbsp;&nbsp; Continuous-Time Signals and Systems,Queen's University | 2022 Winter | Tutorial,Tu 09:30 - 10:30,CHERNOFF RM117,108,"Kim,Il-Min"

ELEC&nbsp; 224 - 003&nbsp;&nbsp; Continuous-Time Signals and Systems,Queen's University | 2022 Winter | Laboratory,Mo 18:30 - 21:30,BEAMISH-MUNRO RM314,50,"Kim,Il-Min"

ELEC&nbsp; 224 - 004&nbsp;&nbsp; Continuous-Time Signals and Systems,Queen's University | 2022 Winter | Laboratory,Mo 18:30 - 21:30,BEAMISH-MUNRO RM314,58,"Kim,Il-Min"

RELS&nbsp; 224 - 001&nbsp;&nbsp; Taoism,Queen's University | 2022 Winter | Lecture / Seminar,Tu 08:30 - 10:00,MACINTOSH-CORRY RM D216,45,"Anningson,Ryan"

ENPH&nbsp; 225 - 001&nbsp;&nbsp; Mechanics,Queen's University | 2022 Winter | Lecture,Mo 13:30 - 14:30,STIRLING RM C,96,"Chen,Mark Chiaping"

ENPH&nbsp; 225 - 002&nbsp;&nbsp; Mechanics,Queen's University | 2022 Winter | Tutorial,Mo 08:30 - 09:30,STIRLING RM C,46,"Chen,Mark Chiaping"

ENPH&nbsp; 225 - 003&nbsp;&nbsp; Mechanics,Queen's University | 2022 Winter | Tutorial,Tu 10:30 - 11:30,STIRLING RM A,50,"Chen,Mark Chiaping"

MATH&nbsp; 225 - 001&nbsp;&nbsp; Ordinary Differential Equations,Queen's University | 2022 Winter | Lecture,Tu 14:30 - 15:30,KINGSTON RM201,103,"Zhang,Kexue"

MATH&nbsp; 225 - 002&nbsp;&nbsp; Ordinary Differential Equations,Queen's University | 2022 Winter | Tutorial,Th 11:30 - 12:30,KINGSTON RM201,103,Staff

MTHE&nbsp; 225 - 001&nbsp;&nbsp; Ordinary Differential Equations,Queen's University | 2022 Winter | Lecture,Tu 14:30 - 15:30,KINGSTON RM201,103,"Zhang,Kexue"

MTHE&nbsp; 225 - 002&nbsp;&nbsp; Ordinary Differential Equations,Queen's University | 2022 Winter | Tutorial,Th 11:30 - 12:30,KINGSTON RM201,103,Staff

CISC&nbsp; 226 - 001&nbsp;&nbsp; Game Design,Queen's University | 2022 Winter | Lecture,Tu 14:30 - 15:30,ELLIS RM324,114,"Graham,Nicholas"

HIST&nbsp; 227 - 001&nbsp;&nbsp; The Rise of Consumer Society,Queen's University | 2022 Winter | Lecture,Mo 10:00 - 11:30,MACINTOSH-CORRY RM D216,46,"Salzmann,Ariel"

KNPE&nbsp; 227 - 001&nbsp;&nbsp; Exercise Physiology,Queen's University | 2022 Winter | Lecture,Tu 16:00 - 17:30,BIOSCI RM1102,192,"Gurd,Brendon"

SOCY&nbsp; 227 - 001&nbsp;&nbsp; Theorizing Contemporary Society,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 10:30,ELLIS AUD,185,"Abrams,Thomas"

SOCY&nbsp; 227 - 002&nbsp;&nbsp; Theorizing Contemporary Society,Queen's University | 2022 Winter | Tutorial,Tu 13:30 - 14:30,THEOLOGICAL RM203,28,"Abrams,Thomas"

SOCY&nbsp; 227 - 003&nbsp;&nbsp; Theorizing Contemporary Society,Queen's University | 2022 Winter | Tutorial,Tu 14:30 - 15:30,MACINTOSH-CORRY RM A309,31,"Abrams,Thomas"

SOCY&nbsp; 227 - 004&nbsp;&nbsp; Theorizing Contemporary Society,Queen's University | 2022 Winter | Tutorial,Th 12:30 - 13:30,THEOLOGICAL RM203,24,"Abrams,Thomas"

SOCY&nbsp; 227 - 005&nbsp;&nbsp; Theorizing Contemporary Society,Queen's University | 2022 Winter | Tutorial,Tu 13:30 - 14:30,MACINTOSH-CORRY RM A311,27,"Abrams,Thomas"

SOCY&nbsp; 227 - 006&nbsp;&nbsp; Theorizing Contemporary Society,Queen's University | 2022 Winter | Tutorial,Tu 13:30 - 14:30,MACINTOSH-CORRY RM A309,24,"Abrams,Thomas"

SOCY&nbsp; 227 - 008&nbsp;&nbsp; Theorizing Contemporary Society,Queen's University | 2022 Winter | Tutorial,Th 12:30 - 13:30,MACINTOSH-CORRY RM A309,25,"Abrams,Thomas"

SOCY&nbsp; 227 - 009&nbsp;&nbsp; Theorizing Contemporary Society,Queen's University | 2022 Winter | Tutorial,Th 11:30 - 12:30,MACINTOSH-CORRY RM A311,26,"Abrams,Thomas"

ARTF&nbsp; 228 - 001&nbsp;&nbsp; Intermediate Fine Art II,Queen's University | 2022 Winter | Laboratory,MoTuWeTh 08:30 - 11:30,ONTARIO RM410,31,"Karanouh,Rena,<br>
Hughes,Dan"

MATH&nbsp; 228 - 001&nbsp;&nbsp; Complex Analysis,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 12:30,JEFFERY RM127,85,"Zhang,Yanlei"

MATH&nbsp; 228 - 002&nbsp;&nbsp; Complex Analysis,Queen's University | 2022 Winter | Tutorial,Tu 08:30 - 09:30,JEFFERY RM127,85,Staff

MECH&nbsp; 228 - 001&nbsp;&nbsp; Kinematics And Dynamics,Queen's University | 2022 Winter | Laboratory,Tu 14:30 - 16:30,MITCHELL RM215,146,"Rainbow,Roshni Suresh"

MECH&nbsp; 228 - 002&nbsp;&nbsp; Kinematics And Dynamics,Queen's University | 2022 Winter | Laboratory,Tu 11:30 - 13:30,MITCHELL RM215,152,"Rainbow,Roshni Suresh"

MTHE&nbsp; 228 - 001&nbsp;&nbsp; Complex Analysis,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 12:30,JEFFERY RM127,85,"Zhang,Yanlei"

MTHE&nbsp; 228 - 002&nbsp;&nbsp; Complex Analysis,Queen's University | 2022 Winter | Tutorial,Tu 08:30 - 09:30,JEFFERY RM127,85,Staff

"GPHY&nbsp; 229 - 001&nbsp;&nbsp; Place, Space, Culture and Social Life",Queen's University | 2022 Winter | Lecture,Tu 08:30 - 10:00,KINES &amp; HLTH RM100,155,"Prouse,Carolyn"

FREN&nbsp; 230 - 001&nbsp;&nbsp; Analyse textuelle et �tude de la langue,Queen's University | 2022 Winter | Lecture,Mo 13:00 - 14:30,DUNNING RM27,57,"Lefort-Favreau,Julien"

GPHY&nbsp; 230 - 001&nbsp;&nbsp; Introduction to Urban and Regional Planning,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,DUNNING RM14,111,"Gordon,David L A"

CIVL&nbsp; 231 - 001&nbsp;&nbsp; Solid Mechanics II,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,KINGSTON RM101,115,"Hoult,Neil,<br>
Yager,Jacob"

CIVL&nbsp; 231 - 002&nbsp;&nbsp; Solid Mechanics II,Queen's University | 2022 Winter | Tutorial,Mo 11:30 - 14:30,STIRLING RM401,59,"Hoult,Neil,<br>
Yager,Jacob"

CIVL&nbsp; 231 - 003&nbsp;&nbsp; Solid Mechanics II,Queen's University | 2022 Winter | Tutorial,Mo 11:30 - 14:30,GOODWIN RM254,56,"Hoult,Neil,<br>
Yager,Jacob"

COMM&nbsp; 231 - 700&nbsp;&nbsp; Fundamentals of Marketing,Queen's University | 2022 Winter | Lecture,TBA,TBA,87,"Hamilton,Jim"

ECON&nbsp; 231 - 001&nbsp;&nbsp; Emergence of the Modern Industrial Economy,Queen's University | 2022 Winter | Lecture,Tu 13:00 - 14:30,STIRLING RM C,136,"Keay,Ian"

FREN&nbsp; 231 - 001&nbsp;&nbsp; R�daction et style,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:00,MACINTOSH-CORRY RM D216,51,"Fiore,Francesca"

PHIL&nbsp; 233 - 001&nbsp;&nbsp; Greek Philosophy,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:00,DUNNING RM11,70,"Miller,Jon A"

ARTH&nbsp; 234 - 001&nbsp;&nbsp; Introduction to African Arts,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 17:30,STIRLING RM C,30,"Ribeiro de Silva Bevilacqua,Juliana"

ENGL&nbsp; 234 - 001&nbsp;&nbsp; The Short Story in English,Queen's University | 2022 Winter | Lecture,Mo 16:00 - 17:30,JEFFERY RM126,73,"Soulodre,Alyce"

CISC&nbsp; 235 - 001&nbsp;&nbsp; Data Structures,Queen's University | 2022 Winter | Lecture,Mo 13:30 - 14:30,CHERNOFF AUD,245,"Tian,Yuan"

GEOE&nbsp; 235 - 001&nbsp;&nbsp; Gen &amp; Char Solid Earth Mtls,Queen's University | 2022 Winter | Lecture,Mo 12:30 - 13:30,MILLER RM105,48,"Layton-Matthews,Daniel"

GEOE&nbsp; 235 - 002&nbsp;&nbsp; Gen &amp; Char Solid Earth Mtls,Queen's University | 2022 Winter | Laboratory,We 08:30 - 10:30,MILLER RM319,14,"Layton-Matthews,Daniel"

GEOE&nbsp; 235 - 003&nbsp;&nbsp; Gen &amp; Char Solid Earth Mtls,Queen's University | 2022 Winter | Laboratory,Mo 14:30 - 16:30,MILLER RM319,17,"Layton-Matthews,Daniel"

GEOE&nbsp; 235 - 004&nbsp;&nbsp; Gen &amp; Char Solid Earth Mtls,Queen's University | 2022 Winter | Laboratory,Mo 08:30 - 10:30,MILLER RM319,17,"Layton-Matthews,Daniel"

GEOL&nbsp; 235 - 001&nbsp;&nbsp; Igneous and Metamorphic Petrology,Queen's University | 2022 Winter | Lecture,Mo 12:30 - 13:30,MILLER RM105,48,"Layton-Matthews,Daniel"

GEOL&nbsp; 235 - 002&nbsp;&nbsp; Igneous and Metamorphic Petrology,Queen's University | 2022 Winter | Laboratory,We 08:30 - 10:30,MILLER RM319,14,"Layton-Matthews,Daniel"

GEOL&nbsp; 235 - 003&nbsp;&nbsp; Igneous and Metamorphic Petrology,Queen's University | 2022 Winter | Laboratory,Mo 14:30 - 16:30,MILLER RM319,17,"Layton-Matthews,Daniel"

GEOL&nbsp; 235 - 004&nbsp;&nbsp; Igneous and Metamorphic Petrology,Queen's University | 2022 Winter | Laboratory,Mo 08:30 - 10:30,MILLER RM319,17,"Layton-Matthews,Daniel"

HLTH&nbsp; 235 - 001&nbsp;&nbsp; Food Systems,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,KINES &amp; HLTH RM100,161,"Achore,Meshack"

SOCY&nbsp; 235 - 001&nbsp;&nbsp; Race and Racialization,Queen's University | 2022 Winter | Lecture,Mo 10:00 - 11:30,CONVOCATION HALL,164,"Baba,Habibe"

DRAM&nbsp; 236 - 001&nbsp;&nbsp; Public Presentation,Queen's University | 2022 Winter | Practicum,Mo 14:30 - 17:30,THEOLOGICAL RM102,44,"Wanless,Gregory"

FILM&nbsp; 236 - 001&nbsp;&nbsp; Media and Cultural Studies,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 10:00,IBCPA RM222,72,"Robinson,Ian,<br>
Hufschmid,Elvira"

FILM&nbsp; 236 - 002&nbsp;&nbsp; Media and Cultural Studies,Queen's University | 2022 Winter | Laboratory,Tu 10:00 - 11:30,IBCPA RM222,72,"Robinson,Ian,<br>
Hufschmid,Elvira"

PSYC&nbsp; 236 - 001&nbsp;&nbsp; Introdution to Clinical Psychology,Queen's University | 2022 Winter | Lecture,Mo 10:00 - 11:30,BIOSCI RM1102,240,"Chinna Meyyappan,Arthi"

RELS&nbsp; 236 - 001&nbsp;&nbsp; Religion and Sex,Queen's University | 2022 Winter | Lecture,We 10:00 - 11:30,MACINTOSH-CORRY RM B201,86,"Dool,Kacey"

DRAM&nbsp; 237 - 001&nbsp;&nbsp; Elementary Acting I - The Actor's Instrument,Queen's University | 2022 Winter | Practicum,Mo 11:30 - 14:30,THEOLOGICAL ROT,22,"Morris,Melissa Anne"

GEOE&nbsp; 238 - 001&nbsp;&nbsp; Surficial Proc Sed &amp; Strat,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 09:30,MILLER RM105,59,"Steel,Elisabeth"

GEOE&nbsp; 238 - 002&nbsp;&nbsp; Surficial Proc Sed &amp; Strat,Queen's University | 2022 Winter | Laboratory,We 12:30 - 14:30,MILLER RM407,23,"Steel,Elisabeth"

GEOE&nbsp; 238 - 003&nbsp;&nbsp; Surficial Proc Sed &amp; Strat,Queen's University | 2022 Winter | Laboratory,We 14:30 - 16:30,MILLER RM407,13,"Steel,Elisabeth"

GEOE&nbsp; 238 - 004&nbsp;&nbsp; Surficial Proc Sed &amp; Strat,Queen's University | 2022 Winter | Laboratory,Fr 11:30 - 13:30,MILLER RM407,23,"Steel,Elisabeth"

"GEOL&nbsp; 238 - 001&nbsp;&nbsp; Surficial Processes, Sedimentation and Stratigraphy",Queen's University | 2022 Winter | Lecture,Tu 08:30 - 09:30,MILLER RM105,59,"Steel,Elisabeth"

"GEOL&nbsp; 238 - 002&nbsp;&nbsp; Surficial Processes, Sedimentation and Stratigraphy",Queen's University | 2022 Winter | Laboratory,We 12:30 - 14:30,MILLER RM407,23,"Steel,Elisabeth"

"GEOL&nbsp; 238 - 003&nbsp;&nbsp; Surficial Processes, Sedimentation and Stratigraphy",Queen's University | 2022 Winter | Laboratory,We 14:30 - 16:30,MILLER RM407,13,"Steel,Elisabeth"

"GEOL&nbsp; 238 - 004&nbsp;&nbsp; Surficial Processes, Sedimentation and Stratigraphy",Queen's University | 2022 Winter | Laboratory,Fr 11:30 - 13:30,MILLER RM407,23,"Steel,Elisabeth"

DRAM&nbsp; 239 - 001&nbsp;&nbsp; Special Topics in Performance I,Queen's University | 2022 Winter | Seminar,Tu 14:30 - 17:30,THEOLOGICAL ROT,22,"Armorer,Quincy"

ECON&nbsp; 239 - 001&nbsp;&nbsp; Economic Development,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 13:00,KINGSTON RM201,151,"Lloyd-Ellis,Huw"

ENPH&nbsp; 239 - 001&nbsp;&nbsp; Eng. Electricity &amp; Magnetism,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,STIRLING AUD,186,"Giroux,Guillaume"

ENPH&nbsp; 239 - 002&nbsp;&nbsp; Eng. Electricity &amp; Magnetism,Queen's University | 2022 Winter | Tutorial,Tu 18:30 - 19:30,STIRLING AUD,186,"Giroux,Guillaume"

PHYS&nbsp; 239 - 001&nbsp;&nbsp; Electromagnetism,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,STIRLING AUD,186,"Giroux,Guillaume"

PHYS&nbsp; 239 - 002&nbsp;&nbsp; Electromagnetism,Queen's University | 2022 Winter | Tutorial,Tu 18:30 - 19:30,STIRLING AUD,186,"Giroux,Guillaume"

DRAM&nbsp; 241 - 001&nbsp;&nbsp; Design and Theatre,Queen's University | 2022 Winter | Seminar,Tu 10:00 - 11:30,THEOLOGICAL RM102,19,"Scala,Clelia"

HIST&nbsp; 241 - 001&nbsp;&nbsp; Issues In History,Queen's University | 2022 Winter | Lecture,We 13:00 - 14:30,KINES &amp; HLTH RM100,81,"McClellan,Steven"

MECH&nbsp; 241 - 001&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Lecture,Tu 09:30 - 10:30,BIOSCI 1101,313,"Ferchichi,Mohsen"

MECH&nbsp; 241 - 002&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Tutorial,We 11:30 - 12:30,MACINTOSH-CORRY RM D214,40,Staff

MECH&nbsp; 241 - 003&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Tutorial,We 11:30 - 12:30,MACINTOSH-CORRY RM D216,37,Staff

MECH&nbsp; 241 - 004&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Tutorial,We 11:30 - 12:30,STIRLING RM401,39,Staff

MECH&nbsp; 241 - 005&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Tutorial,Th 13:30 - 14:30,STIRLING RM401,39,Staff

MECH&nbsp; 241 - 006&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Tutorial,Th 13:30 - 14:30,NICOL RM321,43,Staff

MECH&nbsp; 241 - 007&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Tutorial,Th 13:30 - 14:30,MCLAUGHLIN RM306,37,Staff

MECH&nbsp; 241 - 008&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Tutorial,Th 10:30 - 11:30,NICOL RM321,22,Staff

MECH&nbsp; 241 - 009&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Tutorial,Th 10:30 - 11:30,MACINTOSH-CORRY RM D214,17,Staff

MECH&nbsp; 241 - 010&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Tutorial,Th 10:30 - 11:30,STIRLING RM401,39,Staff

MECH&nbsp; 241 - 800&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Lecture,MoFr 11:30 - 12:30,MILLER RM210,25,"Ferchichi,Mohsen"

MECH&nbsp; 241 - 801&nbsp;&nbsp; Fluid Mechanics I,Queen's University | 2022 Winter | Tutorial,Mo 15:30 - 16:30,GOODWIN RM247,25,Staff

MEDS&nbsp; 241 - 001&nbsp;&nbsp; CF: Gastroenterology &amp; Surgery,Queen's University | 2022 Winter | Lecture,TBA,TBA,107,Staff

MUSC&nbsp; 241 - 001&nbsp;&nbsp; Scandals that Rocked the Classical Music World,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,HARRISON-LECAINE RM124,18,Staff

PSYC&nbsp; 241 - 001&nbsp;&nbsp; Social Psychology,Queen's University | 2022 Winter | Lecture,Mo 13:00 - 14:30,BIOSCI RM1102,255,"Hauser,David"

DRAM&nbsp; 242 - 001&nbsp;&nbsp; Introduction To Theatre Production,Queen's University | 2022 Winter | Seminar,Mo 13:00 - 14:30,THEOLOGICAL RM102,21,"Price,Graham"

DRAM&nbsp; 242 - 002&nbsp;&nbsp; Introduction To Theatre Production,Queen's University | 2022 Winter | Laboratory,Mo 16:00 - 17:30,THEOLOGICAL RM115,6,"Price,Graham"

DRAM&nbsp; 242 - 003&nbsp;&nbsp; Introduction To Theatre Production,Queen's University | 2022 Winter | Laboratory,Th 14:30 - 16:00,THEOLOGICAL RM115,10,"Price,Graham"
