course,type/info,day+time,location,enrollment,Instructor

MECH&nbsp; 399 - 003&nbsp;&nbsp; Mechanical Eng Lab II,Queen's University | 2022 Winter | Laboratory,Th 09:30 - 11:30,JACKSN RM 301,0,Staff

MECH&nbsp; 399 - 004&nbsp;&nbsp; Mechanical Eng Lab II,Queen's University | 2022 Winter | Laboratory,We 12:30 - 14:30,JACKSN RM 301,32,Staff

MECH&nbsp; 399 - 005&nbsp;&nbsp; Mechanical Eng Lab II,Queen's University | 2022 Winter | Laboratory,Fr 11:30 - 13:30,JACKSN RM 301,30,Staff

MECH&nbsp; 399 - 006&nbsp;&nbsp; Mechanical Eng Lab II,Queen's University | 2022 Winter | Laboratory,We 14:30 - 16:30,JACKSN RM 301,34,Staff

MECH&nbsp; 399 - 007&nbsp;&nbsp; Mechanical Eng Lab II,Queen's University | 2022 Winter | Laboratory,Tu 11:30 - 13:30,JACKSN RM 301,32,Staff

MECH&nbsp; 399 - 008&nbsp;&nbsp; Mechanical Eng Lab II,Queen's University | 2022 Winter | Laboratory,We 18:30 - 20:30,JACKSN RM 301,30,Staff

MEDS&nbsp; 399 - 001&nbsp;&nbsp; Medical Education Supplementary Studies,Queen's University | 2022 Winter | Lecture,TBA,TBA,105,Staff

MUSC&nbsp; 399 - 001&nbsp;&nbsp; Tonal Counterpoint,Queen's University | 2022 Winter | Lecture,Tu 10:00 - 11:30,HARRISON-LECAINE RM124,14,"Lind,Stephanie"

ASCX&nbsp; 400 - 800&nbsp;&nbsp; Interdisciplinary Client-based Project,Queen's University | 2022 Winter | Lecture,Mo 19:30 - 21:30,ELLIS RM321,18,"Frank,Brian Matthew,<br>
Gupta,Ashwin,<br>
Donnelly,Catherine,<br>
Dinsmore,Christina"

ASCX&nbsp; 400 - 801&nbsp;&nbsp; Interdisciplinary Client-based Project,Queen's University | 2022 Winter | Tutorial,Th 18:30 - 21:30,ELLIS RM321,18,"Frank,Brian Matthew,<br>
Gupta,Ashwin"

HIST&nbsp; 400 - 001&nbsp;&nbsp; Topics in History,Queen's University | 2022 Winter | Seminar,Mo 11:30 - 14:30,JEFFERY RM422,19,"Brison,Jeff"

HIST&nbsp; 400 - 002&nbsp;&nbsp; Topics in History,Queen's University | 2022 Winter | Seminar,Tu 11:30 - 14:30,WALTER LIGHT RM212,19,"Haidarali,Laila"

HIST&nbsp; 400 - 003&nbsp;&nbsp; Topics in History,Queen's University | 2022 Winter | Seminar,Mo 14:30 - 17:30,THEOLOGICAL RM218,9,"Husain,Adnan,<br>
Atlas,Dustin"

HIST&nbsp; 400 - 004&nbsp;&nbsp; Topics in History,Queen's University | 2022 Winter | Seminar,Tu 08:30 - 11:30,MACINTOSH-CORRY RM C508,18,"Jainchill,Andrew"

HIST&nbsp; 400 - 005&nbsp;&nbsp; Topics in History,Queen's University | 2022 Winter | Seminar,Tu 14:30 - 17:30,KINGSTON RM210,20,"Siljak,Ana"

HIST&nbsp; 400 - 006&nbsp;&nbsp; Topics in History,Queen's University | 2022 Winter | Seminar,Th 14:30 - 17:30,JOHN WATSON RM401,11,"St-Pierre,Louis-Patrick"

HIST&nbsp; 400 - 007&nbsp;&nbsp; Topics in History,Queen's University | 2022 Winter | Seminar,Tu 14:30 - 17:30,JEFFERY RM110,20,"Coome,Chris John"

"PPEC&nbsp; 400 - 001&nbsp;&nbsp; Research Seminar in Politics, Philosophy and Economcis",Queen's University | 2022 Winter | Lecture / Seminar,Mo 14:30 - 17:30,MACINTOSH-CORRY RM D214,23,"Keay,Ian,<br>
Sypnowich,Christine,<br>
Grant,Andrew J"

APSC&nbsp; 401 - 800&nbsp;&nbsp; Interdisciplinary Projects,Queen's University | 2022 Winter | Lecture,Mo 19:30 - 21:30,ELLIS RM321,18,"Frank,Brian Matthew,<br>
Gupta,Ashwin,<br>
Donnelly,Catherine,<br>
Dinsmore,Christina"

APSC&nbsp; 401 - 801&nbsp;&nbsp; Interdisciplinary Projects,Queen's University | 2022 Winter | Tutorial,Th 18:30 - 21:30,ELLIS RM321,18,"Frank,Brian Matthew,<br>
Gupta,Ashwin"

COMM&nbsp; 401 - 001&nbsp;&nbsp; Business and Corporate Strategy,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 16:00,GOODES RM304,53,"Lee,Michelle"

COMM&nbsp; 401 - 002&nbsp;&nbsp; Business and Corporate Strategy,Queen's University | 2022 Winter | Lecture,Mo 16:00 - 17:30,GOODES RM304,56,"Lee,Michelle"

COMM&nbsp; 401 - 003&nbsp;&nbsp; Business and Corporate Strategy,Queen's University | 2022 Winter | Lecture,Tu 16:00 - 17:30,GOODES RM304,54,"Lee,Michelle"

COMM&nbsp; 401 - 004&nbsp;&nbsp; Business and Corporate Strategy,Queen's University | 2022 Winter | Lecture,We 18:30 - 21:30,GOODES RM 103,54,"Libitz,Greg"

COMM&nbsp; 401 - 005&nbsp;&nbsp; Business and Corporate Strategy,Queen's University | 2022 Winter | Lecture,Tu 18:30 - 21:30,GOODES RM102,48,"Li,Shengwen"

COMM&nbsp; 401 - 006&nbsp;&nbsp; Business and Corporate Strategy,Queen's University | 2022 Winter | Lecture,Mo 18:30 - 21:30,GOODES RM102,43,"Ghawe,Ali Saleem"

GEOL&nbsp; 401 - 001&nbsp;&nbsp; Field Studies in Geology II,Queen's University | 2022 Winter | Field Studies,TBA,TBA,24,"Pufahl,Peir,<br>
Spencer,Christopher"

HIST&nbsp; 401 - 001&nbsp;&nbsp; Topics in Canadian History,Queen's University | 2022 Winter | Seminar,Mo 11:30 - 14:30,MACINTOSH-CORRY RM D405,20,"Cosby,Victoria Seta"

NURS&nbsp; 401 - 001&nbsp;&nbsp; Current Issues in Nursing and Health Care,Queen's University | 2022 Winter | Online,TBA,TBA,81,"McNichols,Jennie"

RELS&nbsp; 401 - 001&nbsp;&nbsp; Honours Seminar,Queen's University | 2022 Winter | Seminar,We 14:30 - 17:30,THEOLOGICAL RM209,12,"Legoas,Jorge"

BIOL&nbsp; 402 - 001&nbsp;&nbsp; Experiments in Plant Physiology,Queen's University | 2022 Winter | Tutorial,Mo 11:30 - 13:30,BIOSCI RM3306,11,"Vanderbeld,Barb,<br>
Ko,Kenton"

BIOL&nbsp; 402 - 002&nbsp;&nbsp; Experiments in Plant Physiology,Queen's University | 2022 Winter | Tutorial,Tu 09:30 - 11:30,BIOSCI RM3306,14,"Vanderbeld,Barb,<br>
Ko,Kenton"

ARTH&nbsp; 403 - 001&nbsp;&nbsp; Hacking the Museum,Queen's University | 2022 Winter | Seminar,Tu 17:30 - 20:30,ELLIS RM333,17,"Vorano,Norman"

BIOL&nbsp; 403 - 001&nbsp;&nbsp; Experimental Techniques in Biology,Queen's University | 2022 Winter | Laboratory,TBA,TBA,57,"Seroude,Laurent"

BIOL&nbsp; 403 - 002&nbsp;&nbsp; Experimental Techniques in Biology,Queen's University | 2022 Winter | Tutorial,Mo 17:30 - 18:30,BIOSCI RM3312,20,"Seroude,Laurent"

BIOL&nbsp; 403 - 003&nbsp;&nbsp; Experimental Techniques in Biology,Queen's University | 2022 Winter | Tutorial,Tu 17:30 - 18:30,BIOSCI RM3312,19,"Seroude,Laurent"

BIOL&nbsp; 403 - 004&nbsp;&nbsp; Experimental Techniques in Biology,Queen's University | 2022 Winter | Tutorial,We 17:30 - 18:30,BIOSCI RM3312,18,"Seroude,Laurent"

NSCI&nbsp; 403 - 001&nbsp;&nbsp; Introduction to Neuroimaging,Queen's University | 2022 Winter | Lecture,Mo 10:00 - 11:30,GOODWIN RM254,30,"Stroman,Patrick"

POLS&nbsp; 403 - 001&nbsp;&nbsp; Gender Politics:Questions &amp; Challenges,Queen's University | 2022 Winter | Seminar,Th 08:30 - 11:30,MACINTOSH-CORRY RM D405,20,"Baisley,Elizabeth"

CLST&nbsp; 404 - 001&nbsp;&nbsp; The Topography of Athens,Queen's University | 2022 Winter | Lecture / Seminar,We 10:00 - 11:30,DUNNING RM27,19,"Colivicchi,Fabio"

POLS&nbsp; 404 - 001&nbsp;&nbsp; Canadian Politics: Questions &amp; Challenges,Queen's University | 2022 Winter | Seminar,Th 11:30 - 14:30,MACINTOSH-CORRY RM D405,22,"Yearwood,Douglas"

COMM&nbsp; 405 - 001&nbsp;&nbsp; New Business Development,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:00,GOODES RM 305,51,"Packalen,Kelley"

NURS&nbsp; 405 - 001&nbsp;&nbsp; Practicum in Community Health Promotion,Queen's University | 2022 Winter | Clinical,Tu 08:30 - 16:30,TBA,46,"Schmidt-Stutzman,Sherri"

NURS&nbsp; 405 - 002&nbsp;&nbsp; Practicum in Community Health Promotion,Queen's University | 2022 Winter | Seminar,We 08:30 - 11:30,JEFFERY RM102,16,"Schmidt-Stutzman,Sherri"

NURS&nbsp; 405 - 003&nbsp;&nbsp; Practicum in Community Health Promotion,Queen's University | 2022 Winter | Seminar,We 08:30 - 11:30,KINGSTON RM104,16,"Schmidt-Stutzman,Sherri"

NURS&nbsp; 405 - 004&nbsp;&nbsp; Practicum in Community Health Promotion,Queen's University | 2022 Winter | Seminar,We 08:30 - 11:30,DUNNING RM10,14,"Schmidt-Stutzman,Sherri"

PHIL&nbsp; 405 - 002&nbsp;&nbsp; Current Issues in Social and Political Philosophy,Queen's University | 2022 Winter | Seminar,Tu 11:30 - 14:30,MACINTOSH-CORRY RM C508,18,"Krishnamurthy,Meena"

POLS&nbsp; 405 - 001&nbsp;&nbsp; International Relations: Questions &amp; Challenges,Queen's University | 2022 Winter | Seminar,Mo 14:30 - 17:30,JOHN WATSON RM122,18,"Haglund,David G"

PHIL&nbsp; 406 - 001&nbsp;&nbsp; Walls to Bridges - Socio-Legal Issues,Queen's University | 2022 Winter | Field Studies,TBA,TBA,0,Staff

ENSC&nbsp; 407 - 001&nbsp;&nbsp; Global Water Issues,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 17:30,JOHN WATSON RM217,28,"Hall,Geoffrey Gordon"

ANAT&nbsp; 409 - 001&nbsp;&nbsp; Selected Topics in Histology,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 12:30,NICOL RM321,9,"Pang,Stephen C"

ANAT&nbsp; 409 - 002&nbsp;&nbsp; Selected Topics in Histology,Queen's University | 2022 Winter | Laboratory,Mo 12:30 - 14:30,MEDS RM302 - Anatomy,9,"Pang,Stephen C"

BIOL&nbsp; 410 - 001&nbsp;&nbsp; Ecology of Lakes and Streams,Queen's University | 2022 Winter | Lecture,Th 14:30 - 15:30,ELLIS RM226,42,"Arnott,Shelley"

BIOL&nbsp; 410 - 002&nbsp;&nbsp; Ecology of Lakes and Streams,Queen's University | 2022 Winter | Seminar,Th 11:30 - 12:30,KINGSTON RM304,22,"Arnott,Shelley"

BIOL&nbsp; 410 - 003&nbsp;&nbsp; Ecology of Lakes and Streams,Queen's University | 2022 Winter | Seminar,We 14:30 - 15:30,KINGSTON RM304,20,"Arnott,Shelley"

CHEE&nbsp; 410 - 001&nbsp;&nbsp; Technical Entrepreneurship,Queen's University | 2022 Winter | Lecture,Mo 13:30 - 14:30,RICHARDSON LAB RM104,33,"McLellan,James"

CHEE&nbsp; 410 - 002&nbsp;&nbsp; Technical Entrepreneurship,Queen's University | 2022 Winter | Tutorial,Fr 10:30 - 11:30,RICHARDSON LAB RM104,33,"McLellan,James"

GNDS&nbsp; 410 - 001&nbsp;&nbsp; Special Topics in Gender Studies,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 14:30,ELLIS RM226,14,"Salah,Patricia Jean"

POLS&nbsp; 410 - 001&nbsp;&nbsp; Seminar in Canadian Politics,Queen's University | 2022 Winter | Seminar,We 14:30 - 17:30,MACINTOSH-CORRY RM D405,19,"Baisley,Elizabeth"

BCHM&nbsp; 411 - 001&nbsp;&nbsp; Advanced Molecular Biology,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 12:30,MCLAUGHLIN RM306,40,"Mueller,Christopher R"

ECON&nbsp; 411 - 001&nbsp;&nbsp; Topics in Microeconomic Theory,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,DUNNING RM27,63,"Cotton,Christopher"

ENGL&nbsp; 411 - 001&nbsp;&nbsp; Topics in Medieval Literature I,Queen's University | 2022 Winter | Seminar,Mo 16:00 - 17:30,WALTER LIGHT RM212,18,"Wehlau,Ruth C"

CHEE&nbsp; 412 - 001&nbsp;&nbsp; Transport Phenomena,Queen's University | 2022 Winter | Lecture,Mo 12:30 - 13:30,JOHN WATSON RM217,30,"Giacomin,Jeffrey"

CHEE&nbsp; 412 - 002&nbsp;&nbsp; Transport Phenomena,Queen's University | 2022 Winter | Tutorial,Mo 14:30 - 15:30,Law Building RM4,30,"Giacomin,Jeffrey"

PHIL&nbsp; 412 - 001&nbsp;&nbsp; Topics in Philosophy of Culture,Queen's University | 2022 Winter | Seminar,Mo 14:30 - 17:30,MACINTOSH-CORRY RM C508,10,"Manning,Dolleen Rosemarie"

PHIL&nbsp; 412 - 101&nbsp;&nbsp; Topics in Philosophy of Culture,Queen's University | 2022 Winter | Seminar,TBA,TBA,12,"Manning,Dolleen Rosemarie"

CHEE&nbsp; 414 - 001&nbsp;&nbsp; Foundations of the Oil and Gas Industry,Queen's University | 2022 Winter | Lecture,Th 18:30 - 21:30,DUNNING RM11,32,"Sask,David,<br>
Rivers,John"

CHEE&nbsp; 414 - 002&nbsp;&nbsp; Foundations of the Oil and Gas Industry,Queen's University | 2022 Winter | Tutorial,Fr 08:30 - 09:30,NICOL RM232,15,"Sask,David,<br>
Rivers,John"

CHEE&nbsp; 414 - 003&nbsp;&nbsp; Foundations of the Oil and Gas Industry,Queen's University | 2022 Winter | Tutorial,Fr 14:30 - 15:30,NICOL RM232,17,"Sask,David,<br>
Rivers,John"

COMM&nbsp; 414 - 001&nbsp;&nbsp; Management Control,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 10:00,GOODES RM 103,18,"McConomy,David"

COMM&nbsp; 414 - 002&nbsp;&nbsp; Management Control,Queen's University | 2022 Winter | Lecture,Tu 18:30 - 21:30,GOODES RM 103,19,"Schobel,Kurt"

ENPH&nbsp; 414 - 001&nbsp;&nbsp; Introducation to General Relativity,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,STIRLING RM401,18,"Lake,Kayll W"

ENPH&nbsp; 414 - 002&nbsp;&nbsp; Introducation to General Relativity,Queen's University | 2022 Winter | Tutorial,We 13:30 - 14:30,STIRLING RM414,18,"Lake,Kayll W"

GEOE&nbsp; 414 - 001&nbsp;&nbsp; Foundations of the Oil and Gas Industry,Queen's University | 2022 Winter | Lecture,Th 18:30 - 21:30,DUNNING RM11,32,"Sask,David,<br>
Rivers,John"

GEOE&nbsp; 414 - 002&nbsp;&nbsp; Foundations of the Oil and Gas Industry,Queen's University | 2022 Winter | Tutorial,Fr 08:30 - 09:30,NICOL RM232,15,"Sask,David,<br>
Rivers,John"

GEOE&nbsp; 414 - 003&nbsp;&nbsp; Foundations of the Oil and Gas Industry,Queen's University | 2022 Winter | Tutorial,Fr 14:30 - 15:30,NICOL RM232,17,"Sask,David,<br>
Rivers,John"

MATH&nbsp; 414 - 001&nbsp;&nbsp; Introduction to Galois Theory,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 15:30,JEFFERY RM225,4,"Yui,Noriko"

MNTC&nbsp; 414 - 001&nbsp;&nbsp; Underground Mine Planning,Queen's University | 2022 Winter | Online,TBA,TBA,12,"Taheri,Abbas"

PHYS&nbsp; 414 - 001&nbsp;&nbsp; Introduction to General Relativity,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,STIRLING RM401,18,"Lake,Kayll W"

PHYS&nbsp; 414 - 002&nbsp;&nbsp; Introduction to General Relativity,Queen's University | 2022 Winter | Tutorial,We 13:30 - 14:30,STIRLING RM414,18,"Lake,Kayll W"

POLS&nbsp; 414 - 001&nbsp;&nbsp; Politics in Quebec,Queen's University | 2022 Winter | Seminar,Fr 14:30 - 17:30,MACINTOSH-CORRY RM D405,18,"Laforest,Rachel"

ARTH&nbsp; 415 - 001&nbsp;&nbsp; Topics in Medieval Art History,Queen's University | 2022 Winter | Seminar,Mo 08:30 - 11:30,ONTARIO RM210,6,"Reeve,Matthew M"

CHEE&nbsp; 415 - 001&nbsp;&nbsp; Engineering Chemistry Laboratory,Queen's University | 2022 Winter | Laboratory,Mo 14:30 - 17:30,DUPUIS LAB,18,"Poirier,David"

CHEE&nbsp; 415 - 002&nbsp;&nbsp; Engineering Chemistry Laboratory,Queen's University | 2022 Winter | Laboratory,Fr 14:30 - 17:30,DUPUIS LAB,10,"Poirier,David"

CHEM&nbsp; 415 - 001&nbsp;&nbsp; Electrochemistry and Electrocatalysis,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,TBA,14,"Jerkiewicz,Gregory"

COMM&nbsp; 415 - 001&nbsp;&nbsp; Corporate Governance and Control,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:00,GOODES RM302,28,"Salterio,Steven"

ENCH&nbsp; 415 - 001&nbsp;&nbsp; Electrochemistry and Electrocatalysis,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,TBA,14,"Jerkiewicz,Gregory"

LING&nbsp; 415 - 001&nbsp;&nbsp; Semantics,Queen's University | 2022 Winter | Lecture,Mo 13:00 - 14:30,KINGSTON RM104,34,"Reinholtz,Charlotte"

BIOL&nbsp; 416 - 001&nbsp;&nbsp; Terrestrial Ecosystems,Queen's University | 2022 Winter | Laboratory,Mo 08:30 - 11:30,BIOSCI RM3320,21,"Grogan,Paul"

BIOL&nbsp; 416 - 002&nbsp;&nbsp; Terrestrial Ecosystems,Queen's University | 2022 Winter | Lecture / Seminar,Tu 08:30 - 10:00,KINGSTON RM304,21,"Grogan,Paul"

HIST&nbsp; 416 - 001&nbsp;&nbsp; Material History in Canada,Queen's University | 2022 Winter | Seminar,Tu 11:30 - 14:30,KINGSTON RM304,17,"Caron,Caroline-Isabelle"

ANAT&nbsp; 417 - 001&nbsp;&nbsp; Mammalian Embryonic Development,Queen's University | 2022 Winter | Lecture / Seminar,Mo 08:30 - 11:30,DUNNING RM10,16,"Easteal,Ronald A"

COMM&nbsp; 417 - 001&nbsp;&nbsp; Business Combinations Accounting,Queen's University | 2022 Winter | Lecture,We 10:00 - 11:30,GOODES RM102,13,"McConomy,David"

COMM&nbsp; 417 - 002&nbsp;&nbsp; Business Combinations Accounting,Queen's University | 2022 Winter | Lecture,We 13:00 - 14:30,GOODES RM 103,35,"McConomy,David"

HLTH&nbsp; 417 - 001&nbsp;&nbsp; Community-Based Programming and Evaluation,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 11:30,ELLIS RM226,24,"Baillie,Colin Patrick Thomas"

HLTH&nbsp; 417 - 002&nbsp;&nbsp; Community-Based Programming and Evaluation,Queen's University | 2022 Winter | Practicum,TBA,TBA,24,Staff

MATH&nbsp; 418 - 001&nbsp;&nbsp; Number Theory and Cryptography,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,JEFFERY RM128,55,"Kim,Seoyoung"

MNTC&nbsp; 418 - 001&nbsp;&nbsp; Sustainability and the Environment,Queen's University | 2022 Winter | Online,TBA,TBA,43,"Zhang,Qian"

MTHE&nbsp; 418 - 001&nbsp;&nbsp; Number Theory &amp; Cryptography,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,JEFFERY RM128,55,"Kim,Seoyoung"

GRMN&nbsp; 419 - 001&nbsp;&nbsp; Roots of Fascism: Resistance to Liberalism in the 19th Century,Queen's University | 2022 Winter | Lecture,Mo 13:00 - 14:30,TBA,18,"Pugh,David V"

HIST&nbsp; 419 - 001&nbsp;&nbsp; Early Renaissance: Dante's World,Queen's University | 2022 Winter | Seminar,We 14:30 - 17:30,KINGSTON RM202,20,"D'Elia,Anthony Francis"

MNTC&nbsp; 419 - 001&nbsp;&nbsp; Mine Supervision and Project Management,Queen's University | 2022 Winter | Online,TBA,TBA,48,"Laing,Daniel"

CHEE&nbsp; 420 - 001&nbsp;&nbsp; Laboratory Projects III,Queen's University | 2022 Winter | Laboratory,MoWe 08:30 - 11:30,DUPUIS LAB,6,"Poirier,David"

COMM&nbsp; 420 - 001&nbsp;&nbsp; Financial Technology and Innovation,Queen's University | 2022 Winter | Lecture,Mo 16:00 - 17:30,GOODES RM 305,13,"Jo,Evan"

COMM&nbsp; 420 - 002&nbsp;&nbsp; Financial Technology and Innovation,Queen's University | 2022 Winter | Lecture,We 18:30 - 21:30,GOODES RM 305,30,"Jo,Evan"

DEVS&nbsp; 420 - 001&nbsp;&nbsp; Study Placement in Development Studies,Queen's University | 2022 Winter | Individual Study,TBA,TBA,1,Staff

FILM&nbsp; 420 - 001&nbsp;&nbsp; Special Topic: Advanced Approaches to Media Studies,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 14:30,IBCPA RM312,12,"Chalfant,Eric"

FILM&nbsp; 420 - 002&nbsp;&nbsp; Special Topic: Advanced Approaches to Media Studies,Queen's University | 2022 Winter | Laboratory,We 11:30 - 13:30,IBCPA RM312,12,"Chalfant,Eric"

PSYC&nbsp; 420 - 001&nbsp;&nbsp; Advanced Topics in Cognitive Psychology,Queen's University | 2022 Winter | Seminar,Mo 10:00 - 11:30,HUMPHREY RM223,6,"Smallwood,Jonathan"

PSYC&nbsp; 420 - 002&nbsp;&nbsp; Advanced Topics in Cognitive Psychology,Queen's University | 2022 Winter | Seminar,Mo 11:30 - 13:00,KINES &amp; HLTH RM107,4,"O'Connor,Jillian Joanna May"

CHEM&nbsp; 421 - 001&nbsp;&nbsp; Advanced Methods Physical Chemistry,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,CHERNOFF RM117,3,"Duchesne,Paul Nicholson"

ECON&nbsp; 421 - 001&nbsp;&nbsp; Topics in Macroeconomics Theory,Queen's University | 2022 Winter | Lecture,Mo 10:00 - 11:30,JEFFERY RM234,30,"Koeppl,Thorsten"

ENCH&nbsp; 421 - 001&nbsp;&nbsp; Adv. Meth. Physical Chem.,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,CHERNOFF RM117,3,"Duchesne,Paul Nicholson"

BCHM&nbsp; 422 - 001&nbsp;&nbsp; Advanced Biochem Lab II,Queen's University | 2022 Winter | Individual Study,Fr 14:30 - 17:30,MACINTOSH-CORRY RM D122,14,"Mueller,Christopher R"

CHEM&nbsp; 422 - 001&nbsp;&nbsp; Synthetic Organic Chemistry,Queen's University | 2022 Winter | Lecture,Mo 16:30 - 17:30,MCLAUGHLIN RM306,17,"Capicciotti,Chantelle Jae"

CHEM&nbsp; 422 - 002&nbsp;&nbsp; Synthetic Organic Chemistry,Queen's University | 2022 Winter | Tutorial,Mo 12:30 - 13:30,KINES &amp; HLTH RM106,16,Staff

ENCH&nbsp; 422 - 001&nbsp;&nbsp; Synthetic Organic Chem,Queen's University | 2022 Winter | Lecture,Mo 16:30 - 17:30,MCLAUGHLIN RM306,17,"Capicciotti,Chantelle Jae"

ENCH&nbsp; 422 - 002&nbsp;&nbsp; Synthetic Organic Chem,Queen's University | 2022 Winter | Tutorial,Mo 12:30 - 13:30,KINES &amp; HLTH RM106,16,Staff

ENGL&nbsp; 422 - 001&nbsp;&nbsp; Topics in Renaissance Literature II,Queen's University | 2022 Winter | Seminar,Tu 16:00 - 17:30,JEFFERY RM422,16,"Hanson,Elizabeth"

CHEM&nbsp; 423 - 001&nbsp;&nbsp; Topics in Inorganic and Organometallic Chemistry,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,KINGSTON RM200,18,"Petitjean,Anne Marie-Louise"

CISC&nbsp; 423 - 001&nbsp;&nbsp; Software Requirements,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,MILLER RM201,70,"Ni,Jianbing"

ENCH&nbsp; 423 - 001&nbsp;&nbsp; Topics In Inorg/Organomet Chem,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,KINGSTON RM200,18,"Petitjean,Anne Marie-Louise"

MECH&nbsp; 423 - 001&nbsp;&nbsp; Introduction To Microsystems,Queen's University | 2022 Winter | Lecture,Tu 12:30 - 13:30,STIRLING RM401,54,"Lai,Yongjun"

MECH&nbsp; 423 - 002&nbsp;&nbsp; Introduction To Microsystems,Queen's University | 2022 Winter | Tutorial,Mo 09:30 - 10:30,STIRLING RM401,54,"Lai,Yongjun"

SOFT&nbsp; 423 - 001&nbsp;&nbsp; Software Requirements,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,MILLER RM201,70,"Ni,Jianbing"

PHGY&nbsp; 424 - 001&nbsp;&nbsp; Ion Channels of Excitable Cells,Queen's University | 2022 Winter | Seminar,Mo 11:30 - 14:30,BOTTER RM449,9,"Ferguson,Alastair V,<br>
Magoski,Neil Stephen"

CHEM&nbsp; 425 - 001&nbsp;&nbsp; Self Assembly and Materials,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 09:30,ONTARIO RM207,10,"Liu,Guojun"

ENCH&nbsp; 425 - 001&nbsp;&nbsp; Self Assembly &amp; Materials,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 09:30,ONTARIO RM207,10,"Liu,Guojun"

LISC&nbsp; 426 - 001&nbsp;&nbsp; Current Concepts in Sensorimotor Neuroscience,Queen's University | 2022 Winter | Seminar,Mo 14:30 - 17:30,JEFFERY RM118,9,"Pare,Martin"

SOCY&nbsp; 428 - 001&nbsp;&nbsp; Selected Topics in Sociology IV,Queen's University | 2022 Winter | Seminar,Th 08:30 - 11:30,TBA,25,"Siciliano,Michael"

"SPAN&nbsp; 428 - 001&nbsp;&nbsp; Gender, Development and Film in Latin America",Queen's University | 2022 Winter | Seminar,Mo 08:30 - 10:00,KINGSTON RM204,21,"Mennell,Jan D"

KNPE&nbsp; 429 - 001&nbsp;&nbsp; Skeletal Muscle Oxygen Delivery: Demand Matching in Exercise,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,MACINTOSH-CORRY RM D216,36,"Tschakovsky,Michael E"

KNPE&nbsp; 429 - 002&nbsp;&nbsp; Skeletal Muscle Oxygen Delivery: Demand Matching in Exercise,Queen's University | 2022 Winter | Tutorial,Mo 16:30 - 17:30,KINES &amp; HLTH RM105,11,"Tschakovsky,Michael E"

KNPE&nbsp; 429 - 003&nbsp;&nbsp; Skeletal Muscle Oxygen Delivery: Demand Matching in Exercise,Queen's University | 2022 Winter | Tutorial,Mo 15:30 - 16:30,KINES &amp; HLTH RM105,10,"Tschakovsky,Michael E"

KNPE&nbsp; 429 - 004&nbsp;&nbsp; Skeletal Muscle Oxygen Delivery: Demand Matching in Exercise,Queen's University | 2022 Winter | Tutorial,Mo 10:30 - 11:30,KINES &amp; HLTH RM103,15,"Tschakovsky,Michael E"

PSYC&nbsp; 429 - 001&nbsp;&nbsp; Pain: Body and Mind,Queen's University | 2022 Winter | Seminar,Tu 08:30 - 10:00,HUMPHREY RM223,22,"Salomons,Tim"

BIOL&nbsp; 430 - 001&nbsp;&nbsp; Molecular Genetics of Development,Queen's University | 2022 Winter | Lecture / Seminar,Tu 18:30 - 21:30,BIOSCI RM3110,39,"Chin-Sang,Ian"

FILM&nbsp; 430 - 001&nbsp;&nbsp; Authorship: Special Topic,Queen's University | 2022 Winter | Lecture,Th 14:30 - 17:30,IBCPA RM222,21,"Vena,Dan,<br>
de Szegheo Lang,Tamara"

